날짜,시가,고가,저가,종가,거래량,등락률,BPS,PER,PBR,EPS,DIV,DPS,종목코드,index
2025-04-14,0.0,0.0,0.0,459.0,0.0,0.0,801.0,0.0,0.57,0.0,0.0,0.0,119650,
2025-04-14,991.0,995.0,925.0,963.0,1065519.0,-3.6999999999999997,1219.0,0.0,0.79,0.0,0.0,0.0,044180,
2025-04-14,704.0,722.0,701.0,710.0,351415.0,0.8522727272727272,1738.0,0.0,0.41,0.0,2.82,20.0,092220,
2025-04-14,4190.0,4190.0,4100.0,4140.0,20245.0,-1.4285714285714286,9255.0,3.52,0.45,1176.0,5.31,220.0,046440,
2025-04-14,0.0,0.0,0.0,3260.0,0.0,0.0,5791.0,67.92,0.56,48.0,0.0,0.0,003620,
2025-04-14,5570.0,5610.0,5510.0,5540.0,95051.0,-0.3597122302158274,18893.0,2.37,0.29,2342.0,3.61,200.0,016380,
2025-04-14,4930.0,5050.0,4930.0,5020.0,69963.0,1.7223910840932117,24975.0,2.72,0.2,1844.0,2.39,120.0,151860,
2025-04-14,8250.0,8370.0,8250.0,8340.0,31359.0,0.8464328899637243,17862.0,2.87,0.47,2909.0,5.04,420.0,035600,
2025-04-14,3645.0,3745.0,3645.0,3735.0,78369.0,2.60989010989011,13412.0,2.58,0.28,1446.0,3.21,120.0,001390,
2025-04-14,0.0,0.0,0.0,2555.0,0.0,0.0,5703.0,0.0,0.45,0.0,0.0,0.0,226360,
2025-04-14,0.0,0.0,0.0,8910.0,0.0,0.0,23064.0,1.78,0.39,4998.0,0.0,0.0,111870,
2025-04-14,0.0,0.0,0.0,6630.0,0.0,0.0,27380.0,0.0,0.24,0.0,0.0,0.0,033180,
2025-04-14,8940.0,9350.0,8820.0,9270.0,202998.0,8.80281690140845,11142.0,6.77,0.83,1369.0,4.31,400.0,060720,
2025-04-14,0.0,0.0,0.0,515.0,0.0,0.0,540.0,8.31,0.95,62.0,0.0,0.0,015590,
2025-04-14,19470.0,19720.0,19330.0,19620.0,12289.0,0.7186858316221766,84091.0,2.97,0.23,6602.0,4.59,900.0,001940,
2025-04-14,833.0,862.0,829.0,832.0,1398126.0,-1.5384615384615385,1622.0,13.21,0.51,63.0,2.4,20.0,058400,
2025-04-14,43050.0,43450.0,42950.0,43350.0,3554.0,0.6968641114982579,133924.0,3.18,0.32,13643.0,6.92,3000.0,025000,
2025-04-14,56500.0,56500.0,55900.0,56100.0,862.0,-0.7079646017699115,236881.0,2.63,0.24,21366.0,6.24,3500.0,092230,
2025-04-14,412.0,424.0,406.0,409.0,332683.0,-3.5377358490566038,618.0,0.0,0.66,0.0,0.0,0.0,000040,
2025-04-14,8850.0,8990.0,8770.0,8940.0,51880.0,1.0169491525423728,18624.0,11.84,0.48,755.0,3.91,350.0,044450,
2025-04-14,2145.0,2145.0,2000.0,2055.0,199895.0,-2.8368794326241136,832.0,10.33,2.47,199.0,0.0,0.0,101000,
2025-04-14,47400.0,47700.0,47000.0,47300.0,203013.0,-0.10559662090813093,67972.0,11.7,0.7,4043.0,4.14,1960.0,030200,
2025-04-14,105600.0,108100.0,104500.0,106600.0,253696.0,0.946969696969697,81326.0,13.59,1.31,7843.0,4.88,5200.0,033780,
2025-04-14,2620.0,2685.0,2605.0,2660.0,277944.0,1.7208413001912046,5029.0,6.89,0.53,386.0,3.76,100.0,058850,
2025-04-14,2440.0,2485.0,2440.0,2480.0,167550.0,1.639344262295082,6665.0,5.45,0.37,455.0,4.84,120.0,058860,
2025-04-14,3905.0,3930.0,3765.0,3790.0,222037.0,-2.445302445302445,6234.0,9.02,0.61,420.0,5.28,200.0,122450,
2025-04-14,895.0,910.0,893.0,907.0,80632.0,1.45413870246085,2123.0,11.2,0.43,81.0,0.0,0.0,052900,
2025-04-14,3085.0,3265.0,3065.0,3250.0,130531.0,6.382978723404255,5769.0,0.0,0.56,0.0,0.0,0.0,061970,
